unique_id,Agency Name,Site Name,Service Name,Service Name (2),Address,Site City,Site Postal Code,Application,Crisis_Phone,Description (Service),Eligibility,E_Mail,Hours,Languages,Office_Phone,Primary_Contact,Primary_Contact_Email,Toll_Free_Phone,Website,Taxonomy,Fees,Funding,DD Code,Physical Access,Category,FSA
24,Canadian Centre for Victims of Torture,Scarborough Office,Scarborough Office,,"2401 Eglinton Ave E, Unit 310 Toronto, ON M1K 2N8",Toronto,M1K 2N8,Call for appointment,,"Mental health program * supportive counselling with referral to additional services as appropriate * group programs and drop in * mutual support groups for men, women, children and youth * crisis intervention * professional service coordination among physicians or mental health specialists, lawyers, social workers * legal help Settlement services, (formerly Immigrant Settlement and Adaptation Program) * needs assessment, information and referral, orientation, supportive counselling * support with immigration documents, finding housing, accessing child care, community and social services * community support through volunteer befriending, including interpretation and escort to appointments Children's program -- specialized settlement services for children and their families to deal with trauma and restore family functioning * homework club Language and skills training -- English as a Second Language (ESL) * participates in LINC (Language Instruction for Newcomers to Canada) in English, upon assessment by YMCA of Greater Toronto -- see separate entry Public education program -- community consultation and public information * International projects","Survivors of torture, victims of war and their families",mabai@ccvt.org,"Mon-Thu 9 am-5 pm, Fri 9 am-4 pm * after hours by appointment",English ; French ; Albanian ; Amharic ; Arabic ; Dari ; Farsi ; Ganda ; Greek ; Italian ; Kinyarwanda ; Lingala ; Russian ; Somali ; Spanish ; Tamil ; Tigrinya ; Urdu,416-750-3045,"Teresa Dremetsikas, Program Manager; Email: tdremets@ccvt.org",tdremets@ccvt.org,1-877-292-2288,www.ccvt.org,Abuse/Violence Related Support Groups ~ Torture Survivors ; Case/Care Management ~ Torture Survivors ; Community Mental Health Agencies ~ Torture Survivors ; Community Mental Health Agencies ~ War Victims ; Computer and Related Technology Classes ~ Torture Survivors ; Crime Victim/Witness Counselling ~ Torture Survivors ; Cultural Transition Counselling ~ Torture Survivors ; English as a Second Language ~ Torture Survivors ; General Medical Care ~ Torture Survivors ; Immigrant/Newcomer Accompaniment Programs ~ Torture Survivors ; In Person Crisis Intervention ~ Torture Survivors ; International Human Rights Programs ; Interpretation/Translation ~ Torture Survivors ; Legal Assistance Referral Services ~ Torture Survivors ; Newcomer Settlement Services ~ Children ~ Torture Survivors ; Newcomer Settlement Services ~ Torture Survivors ; Specialized Information and Referral ~ Immigrants/Refugees ; Subject Specific Public Awareness/Education ~ Human Rights Issues,None,United Way - United Way Greater Toronto,Multicultural,Designated parking at entrance ; Wheelchair accessible automatic main entrance ; Easy access to elevator - lowered elevator buttons ; Barrier-free washroom including door and stall,Community Services,M1K 
25,Braeburn Neighbourhood Place,Braeburn Neighbourhood Place,Braeburn Neighbourhood Place,,"75 Tandridge Cres, Unit 108 Toronto, ON M9W 2N9",Toronto,M9W 2N9,"Call ahead, varies by program",,"Social, recreation, education and health programs * parent and child programs * parenting resource library * toy library * community garden EarlyON Centre -- children's breakfast club * nutritious snack program * after school recreation programs * licensed child care After school programs -- homework help * workshops and seminars * leadership development program * summer day camp",All ages * EarlyON -- children 0-6 and their family * licensed child care -- children 1-12 years,sadore@braeburn.net,Vary by program,English,416-745-3113,,,,braeburn.bgccan.com,Boys/Girls Clubs ; Child Care Centres ; Community Gardens ; Day Camps ; Early Childhood Family Centres ; Extended Child Care ; General Recreational Activities/Sports ; Homework Help Programs ; Leadership Development ~ Youth ; Neighbourhood Multipurpose Centres ; Parent/Child Activity Groups ; Parenting Materials ; School Meals ; Toy Libraries/Toy Loan Programs ; Youth Enrichment Programs,Unknown,Regional / Municipal - Community Service Partnerships (CSP) ; United Way - United Way Greater Toronto,Community Centres,Designated parking at entrance ; Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall ; Call ahead for more details,Community Services,M9W 
26,Cabbagetown Youth Centre,Cabbagetown Youth Centre,Cabbagetown Youth Centre,,"2 Lancaster Ave Toronto, ON M4X 1C1",Toronto,M4X 1C1,Call or drop in * registration forms on website,,"Recreation, exercise, fitness and sports * after school program * summer day camp * performing arts program including dance, vocal music, drama Some programs offered at other locations in the area",Children and youth,admin@cabbagetownyouth.ca,Office Mon-Fri 10 am-6 pm * program hours vary -- call for details,English,416-960-1032,,,,www.cabbagetownyouth.ca,Acting Instruction ~ Youth ; Dance Instruction ~ Youth ; Day Camps ; Extended Child Care ; General Recreational Activities/Sports ~ Youth ; Music Instruction ~ Youth ; Youth Centres,None,Regional / Municipal - Community Service Partnerships (CSP),Recreation (General),Wheelchair accessible building including main entrance and barrier free washrooms,Community Services,M4X 
27,Native Women's Resource Centre of Toronto,Native Women's Resource Centre of Toronto,Food bank,,"191 Gerrard St E Toronto, ON M5A 2E5",Toronto,M5A 2E5,"Drop in or call for appointment * food bank -- at initial intake assessment discussion, income and address information, and identification for household members, may be requested, such as band number and health card -- call for details",,Food Bank -- for Aboriginal women and their families * emergency supply of milk and diapers * member of Daily Bread Food Bank,"Women of Aboriginal ancestry (Status, Non-Status, Métis, Inuit) or women with children of Aboriginal ancestry * meal programs open to all women * Aboriginal female youth of Aboriginal ancestry * Aboriginal self-identifying women, Trans or 2-Spirited people",info@nwrct.ca,Mon-Fri 10 am-4:30 pm * Food Bank -- Fri 10 am-12 noon,English ; Cree ; Ojibway,416-963-9963,,,,www.nwrct.ca,Food Banks,None ; Associate memberships are also available for Aboriginal women living outside GTA,Regional / Municipal - Community Service Partnerships (CSP),Native Peoples,Wheelchair accessible automatic main entrance - side entrance with lift -- call for details ; Barrier-free washroom including door and stall,Community Services,M5A 
28,Good Shepherd Ministries,Good Shepherd Centre,Overnight shelter,,"412 Queen St E Toronto, ON M5A 1T3",Toronto,M5A 1T3,Call or visit website for information,,Overnight shelter for men 18 years and older * registration/intake Monday-Sunday 5:30-5:45 pm * capacity 96 * must vacate premises during the day * call for admission and discharge criteria,Ages: 18 year(s) and up Homeless and disadvantaged men 18 years and older,info@goodshepherd.ca,Contact the agency,English,416-869-3619,"Brother Kirk McMahon, Senior Manager, Shelter, Hospitality and Housing Support Services",,,www.goodshepherd.ca,Homeless Shelter ~ Men,None,,Community Services (General),"Wheelchair accessible building through the side entrance and barrier free washrooms at the side entrance ; elevator access (requires staff assistance) to dorms, medical clinic and clothing room",Community Services,M5A 
29,Canada. Indigenous Services Canada,Ontario Regional Office,Canada. Indigenous Services Canada,,"655 Bay St E, 3rd Flr Toronto, ON M5G 2K4",Toronto,M5G 2K4,Call Client Service Representative for details * application form available online,,"Provides information on services on reserves such as education, housing, community infrastructure and social support * administers the ""Indian Act"" * provides registration services and information on Treaty and Status rights * Certificates of Indian Status (Status Cards)","Aboriginal people including First Nations, Métis, Inuit and Northerners",aadnc.infopubs.aandc@canada.ca,Mon-Fri 8:30 am-3:30 pm * Certificates of Indian Status -- call ahead 416-973-7517,English ; French,416-973-5282,,,1-800-567-9604,www.canada.ca/en/indigenous-services-canada.html,Categorical Program Administrative Units ~ Indigenous Peoples Issues ; First Nations Status Registration,None,,Native Peoples,Wheelchair accessible automatic main entrance ; Elevator with braille and voice/tone features ; Barrier-free washroom including door and stall ; Green parking close to the entrance,Community Services,M5G 
31,Good Shepherd Ministries,Good Shepherd Centre,Drop-in program,,"412 Queen St E Toronto, ON M5A 1T3",Toronto,M5A 1T3,Call or visit website for information,,"Drop-In Program * meal program * coffee and meal Men's clothing -- hours may vary, call for details * showers (men only) available when clothing room is operating",Homeless and disadvantaged people,info@goodshepherd.ca,Drop-in and men's clothing -- Mon-Sun 9 am-11 am * meal program -- Mon- Sun 2 pm-4 pm * men's clothing -- Mon-Fri 9 am-11 am,English,416-869-3619,"Brother Kirk McMahon, Senior Manager, Shelter, Hospitality and Housing Support Services",,,www.goodshepherd.ca,Community Meals ; General Clothing Provision ~ Homeless Men ; Homeless Drop In Centres,None,,Community Services (General),"Wheelchair accessible building through the side entrance and barrier free washrooms at the side entrance ; elevator access (requires staff assistance) to dorms, medical clinic and clothing room",Community Services,M5A 
32,Canadian Association of Retired Persons,Canadian Association of Retired Persons,Canadian Association of Retired Persons,,"70 Jefferson Ave Toronto, ON M6K 1Y4",Toronto,M6K 1Y4,Call or visit website,,Promotes and protects the rights of mature Canadians * group benefits on products and services for members * magazine * does not provide direct services to individuals,Open to all,support@carp.ca,Mon-Fri 9 am-5 pm,English,,,,1-833-211-2277,www.carp.ca,Group Advocacy ~ Older Adults ; Senior Advocacy Groups,Annual membership only -- $19.95 * with magazine subscription -- $29.95 (single/couple),,Community Services (General),"Designated parking at entrance ; Wheelchair accessible automatic main entrance ; Wheelchair accessible washroom, assistance needed with door",Community Services,M6K 
33,Management Advisory Service of Ontario,Management Advisory Service of Ontario,Management Advisory Service of Ontario,,"200 Wolverleigh Blvd Toronto, ON M4C 1S2",Toronto,M4C 1S2,Call or email,,"Volunteer Consultants use their management, business, technical and professional expertise to provide professional pro bono consulting for non-profit organizations",Nonprofit organizations,info@masadvise.org,Hours vary,English,416-963-5792,,,,www.masadvise.org,Organizational Planning and Development Support,None,,Community Services (Coordinating/Development),Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall,Community Services,M4C 
35,Canadian Centre for Victims of Torture,Canadian Centre for Victims of Torture,Canadian Centre for Victims of Torture,,"194 Jarvis St, 2nd Fl Toronto, ON M5B 2B7",Toronto,M5B 2B7,Call for appointment,,"Medical, mental health and social care Mental health program -- supportive counselling with referral to additional services as appropriate * group programs and drop in * mutual support groups for men, women, children and youth * crisis intervention * professional service coordination among physicians or mental health specialists, lawyers, social workers * legal help Settlement services -- needs assessment, information and referral, orientation, supportive counselling * support with immigration documents, finding housing, accessing child care, community and social services * community support through volunteer befriending, including interpretation and escort to appointments Children's program -- specialized settlement services for children and their families to deal with trauma and restore family functioning * homework club Language and skills training -- English as a Second Language (ESL) * participates in LINC (Language Instruction for Newcomers to Canada) in English, upon assessment by YMCA of Greater Toronto -- see separate entry * computer classes Public education program -- community consultation and public information * International projects Satellite office at 20 Palace St, Toronto","Survivors of torture, victims of war and their families",mabai@ccvt.org,"Mon-Thu 9 am-5 pm, Fri 9 am-4 pm * after hours by appointment",English ; French ; Albanian ; Amharic ; Arabic ; Dari ; Farsi ; Greek ; Italian ; Lingala ; Somali ; Spanish ; Tamil ; Tigrinya ; call to confirm availability,416-363-1066,"Teresa Dremetsikas, Program Manager; Email: tdremets@ccvt.org",tdremets@ccvt.org,1-877-292-2288,www.ccvt.org,Abuse/Violence Related Support Groups ~ Torture Survivors ; Case/Care Management ~ Torture Survivors ; Community Mental Health Agencies ~ Torture Survivors ; Community Mental Health Agencies ~ War Victims ; Computer and Related Technology Classes ~ Torture Survivors ; Crime Victim/Witness Counselling ~ Torture Survivors ; Cultural Transition Counselling ~ Torture Survivors ; English as a Second Language ~ Torture Survivors ; General Medical Care ~ Torture Survivors ; Immigrant/Newcomer Accompaniment Programs ~ Torture Survivors ; In Person Crisis Intervention ~ Torture Survivors ; International Human Rights Programs ; Interpretation/Translation ~ Torture Survivors ; Legal Assistance Referral Services ~ Torture Survivors ; Newcomer Settlement Services ~ Children ~ Torture Survivors ; Newcomer Settlement Services ~ Torture Survivors ; Specialized Information and Referral ~ Immigrants/Refugees ; Subject Specific Public Awareness/Education ~ Human Rights Issues,None,Regional / Municipal - Community Service Partnerships (CSP) ; United Way - United Way Greater Toronto,Multicultural,Wheelchair accessible building including main entrance and barrier free washrooms -- call for details,Community Services,M5B 
