id,title,price,sqft,image,url,post_published_date,lat,long,postal_code,FSA,rental_type,bedrooms,bathrooms,furnished,pet_friendly,description,source
k_1516724839,Spacious 2 BR apartment in the Upper Beaches with deck,2495,1000,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/144AAOSwAmNfLcqw/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-2-br-apartment-in-the-upper-beaches-with-deck/1516724839,2020-08-08,43.68599280000001,43.68599280000001,M4C 4N7,M4C,apartment,2,1,False,False,"Spacious 2 (2BR) Bedroom Apartment for Rent, 1000 sq. ft. ($2495) - Available September 1st, 2019.",Kijiji
k_1517885077,"SEPTEMBER 1ST, bachelor condo with balcony, furnished",1650,400,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/QpAAAOSwwQBfNdOz/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/september-1st-bachelor-condo-with-balcony-furnished/1517885077,2020-08-13,43.6601526,43.6601526,M5A 4M7,M5A,condo,0,1,True,False,"Chic, furnished bachelor condo unit in the heart of downtown east side, available SEPTEMBER 1ST ... $1650/month/ all inclusive, minimum stay is one year.
Condo unit on fifth floor with large balcony, east exposure, bright and sunny.
Located in Cabbagetown, at Dundas and Parliament, you can walk everywhere or take the Dundas streetcar, 5-10 minutes to Eaton Centre, Distillery District, Financial core, Entertainment district, Ryerson University, St. Lawrence Market, Ed Mirvish theatre, shops and restaurants, the apartment is on the streetcar line.
This unit is suitable for one or two persons. Cool new building with gym and spa, living room with open concept kitchen/dining area, granite counters, bedroom area for queen size bed and large closet, wood floors, spacious bathroom, large balcony, laundry. Tim Hortons and Sobey's supermarket on the ground floor of building!!!
Let me know if interested, ....thx",Kijiji
k_1517884930,1 BEDROOM VICTORIA PARK AND LAWRENCE,1500,700,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Ld8AAOSwYSZfNdOJ/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-victoria-park-and-lawrence/1517884930,2020-08-13,43.7432452,43.7432452,M1R1T3,M1R,apartment,1,1,False,False,"GREAT LOCATION! AFFORDABLE! CLEAN! Cozy 1-bedroom apartment in a family-friendly low-rise building. Eat-in kitchen, new flooring, new appliances, phone Intercom with security cameras, on-site laundry. Steps to TTC, shopping centres and schools. $1500, heat included, hydro and water extra, parking available $75 DO NOT EMAIL OR USE THE KIJIJI MESSAGNER Call only, Leave Message Contact Sam: (416) 726-9753 samalan123@yahoo.com",Kijiji
k_1516690199,1 Bed + 1 Den. 1 bath. Brand New And Fully Furnished Apartment,2500,750,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/D70AAOSwQdJfLaDi/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-den-1-bath-brand-new-and-fully-furnished-apartment/1516690199,2020-08-14,43.6461582,43.6461582,M5E 0A6,M5E,condo,1,1,True,False,"URGENT!
MIN. 6 MONTH LEASE (ALL UTILITIES INCLUDE!!)",Kijiji
k_1517884577,1 Bedroom Condo for Rent Next to Islington Subway,1850,600,https://i.ebayimg.com/00/s/NDkwWDQ0MA==/z/ZhsAAOSwbIRfNdMI/$_27.PNG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-condo-for-rent-next-to-islington-subway/1517884577,2020-08-13,43.643914,43.643914,M9A 0A2,M9A,condo,1,1,False,False,"1 Bedroom Condo for Rent Next to Islington Subway
SPACIOUS CONDO WITH AN OPEN CONCEPT LAYOUT, LARGE BALCONY OVERLOOKING THE LAKE & TORONTO SKYLINE, STYLISH KITCHEN CABINETS, STAINLESS STEEL APPLIANCES, LAMINATE FLOORS, GRANITE COUNTERS, 1 GARAGE PARKING SPOT & 1 LOCKER.
THE PALAIS BUILDING IS STEPS AWAY FROM THE ISLINGTON SUBWAY AND MINUTES FROM HWY 401, 410, 403, 407, 427 & QEW. LOCATED IN ISLINGTON VILLAGE, IT’S SURROUNDED BY RESTAURANTS, ENTERTAINMENT, BOUTIQUE SHOPS, SHOPPING AND IS A SHORT DRIVE TO THE TORONTO WATERFRONT, SHERWAY GARDENS MALL, PEARSON AIRPORT, BLOOR WEST VILLAGE, HIGHPARK ETC…
BUILDING AMENITIES INCLUDE 24-HOUR CONCIERGE, THEATER, LARGE INDOOR POOL, FULLY EQUIPPED EXERCISE ROOM AND MORE",Kijiji
k_1517884340,Modern 1 Bedroom Condo at Yonge and Finch,1850,550,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/6QgAAOSwayZfMtrr/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/modern-1-bedroom-condo-at-yonge-and-finch/1517884340,2020-08-13,43.7782756,43.7782756,M2N 7L2,M2N,condo,1,1,False,False,"RENTAL:
1 bedroom condo at 5508 Yonge St. Huge 95 sft balcony and beautiful view for you to enjoy some fresh air. 3 mins walk to Finch Subway (TTC, VIVA, YRT, Go buses). Brand new wooden floors.",Kijiji
k_1517884216,"available SEPTEMBER 1ST, one bedroom plus den condo, downtown",1950,500,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/OV4AAOSwHoNfNdJC/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/available-september-1st-one-bedroom-plus-den-condo-downtown/1517884216,2020-08-13,43.65314739999999,43.65314739999999,M5A 4S7,M5A,condo,1,1,True,False,"This is what I have to offer in the heart of downtown, available for LONG term rental starting NOW, $1950/month/all inclusive",Kijiji
k_1517883826,Transfer Lease at the Quad at YorkU,1087,500,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/transfer-lease-at-the-quad-at-yorku/1517883826,2020-08-13,43.7728399,43.7728399,M3J1P3,M3J,apartment,1,1,True,False,This is a 1 bedroom out of 2 bedroom apartment I am transferring the lease because I won’t be back in Canada for the entire year. I will not have you pay the deposit (since I have already paid it). All you’d have to pay is first and last months rent (like I have already done.),Kijiji
k_1517883808,►►► 3 BR FRESHLY RENO’ed UNIT by the lake-Avail. now►►►,2249,1500,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/c9EAAOSwvgdfNdE4/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-br-freshly-reno-ed-unit-by-the-lake-avail-now/1517883808,2020-08-13,43.5982045,43.5982045,,,apartment,3,1,False,True,"Prime South Etobicoke by the lake
Available now
**Bright 3 bedroom Unit in a quiet low rise building by the lake
**5 min walk from Humber College
**High ceilings, South facing Suite, very bright with lots of natural light
**Kitchen With New Appliances
**Easy access to 401 west and QEW
**Coin Laundry in laundry room
**On-street parking can be arranged from City of Toronto Parking (parking on-site can be arranged as well)
**Central location in trendy neighbourhood on Lakeshore west
**15 min ride by bus/street car to Islington, Kipling, Union subways
**20 min by Go or streetcar to downtown
**Conveniently located steps to major intersection with 24 hour TTC available on both streets, Schools, Shops, Fabulous Restaurants, Textiles, Jewellery, Library, Good Life Fitness, No Frills, Grocery stores, Walmart, Canadian Tire, Home depot, Shoppers drugmart, Pet shops, Starbucks, Scotia, RBC, TD, CIBC bank, Easy Stroll To Humber West and Colonel parks and the lake
** Small pets are ok
**Access point to Fast Hight-speed wireless internet available at NO CHARGE , utilities (hydro, water, gas) are NOT included, and paid separately by tenant
1st and last month, 3 references, credit check to be arranged by tenant. 1 year lease.
A MUST SEE!!!",Kijiji
k_1504681587,Bay/Adelaide Financial District 2BR Condo,2299,649,https://i.ebayimg.com/00/s/NjIyWDgwMA==/z/ylwAAOSwmExe2Y9S/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bay-adelaide-financial-district-2br-condo/1504681587,2020-08-13,43.6505301,43.6505301,M5H 4E8,M5H,apartment,2,1,False,False,"Luxury 2 bedroom suite, available at INDX condo, located in the heart of Financial District, between Bay and Adelaide.",Kijiji
k_1499298852,Studio Unit for Rent @ 1000 Bay Street/57 St Joseph St.,1800,500,https://i.ebayimg.com/00/s/NTM0WDgwMA==/z/hksAAOSwu0FesIMc/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-unit-for-rent-1000-bay-street-57-st-joseph-st/1499298852,2020-08-13,43.6650475,43.6650475,M5S 3A8,M5S,condo,0,1,False,False,"Luxury studio condo for rent - great location downtown Toronto. Close proximity from University of Toronto, Ryerson University, Yorkville shopping district, Subway stations, Queen's Park etc",Kijiji
k_1517882429,Bachelor Condo for Lease in Harbourfront Malibu Downtown Toronto,1500,320,https://i.ebayimg.com/00/s/NTM3WDgwMA==/z/lEgAAOSwcXRfNc1Z/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-condo-for-lease-in-harbourfront-malibu-downtown-toronto/1517882429,2020-08-13,43.63666810000001,43.63666810000001,M5V1B7,M5V,condo,0,1,False,False,"Large Open Concept Bachelor Suite At The Beautiful Malibu. One Of The Largest Bachelors In Building For Only $1500! Laminate Flooring, 10 Ft Ceilings & Large Kitchen With Full Size Appliances and Island W/ Loads of Storage. Floor To Ceiling Windows & Private Balcony. Steps To Ttc, Financial & Entertainment District, Porter, Starbucks & Waterfront. Inc: Fridge, Stove, Dishwasher, Microwave, Washer/Dryer. Available Immediately.",Kijiji
k_1517882180,►►► 1BR bright Unit by the lake-Avail. Immediately ►►►,1575,850,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/MykAAOSwHoNfNcuR/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-bright-unit-by-the-lake-avail-immediately/1517882180,2020-08-13,43.5982045,43.5982045,,,apartment,1,1,False,True,"Prime South Etobicoke by the lake
Available immediately
**Bright 1 bedroom Raised basement Unit in a quiet low rise building by the lake
**5 min walk from Humber College
**High ceilings, South facing Suite, very bright with lots of natural light
**Kitchen With New Appliances
**Easy access to 401 west and QEW
**Coin Laundry in laundry room
**On-street parking can be arranged from City of Toronto Parking (parking on-site can be arranged as well)
**Central location in trendy neighbourhood on Lakeshore west
**15 min ride by bus/street car to Islington, Kipling, Union subways
**20 min by Go or streetcar to downtown
**Conveniently located steps to major intersection with 24 hour TTC available on both streets, Schools, Shops, Fabulous Restaurants, Textiles, Jewellery, Library, Good Life Fitness, No Frills, Grocery stores, Walmart, Canadian Tire, Home depot, Shoppers drugmart, Pet shops, Starbucks, Scotia, RBC, TD, CIBC bank, Easy Stroll To Humber West and Colonel parks and the lake
** Small pets are ok
**Fast High-speed wireless internet access point is available FREE, utilities (hydro, water, gas) are NOT included, and paid separately by tenant
Employed Professional or a Couple can be accommodated
1st and last month, 2 references, credit check to be arranged by tenant. 1 year lease.
A MUST SEE!!!",Kijiji
k_1517881469,"3 Bedroom,2 bathroom apartment for rent",2800,1050,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/rbUAAOSw3N9fNc4O/$_27.PNG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-2-bathroom-apartment-for-rent/1517881469,2020-08-13,43.7638066,43.7638066,M2N 1V4,M2N,apartment,3,1,False,False,"Renting a 3 Bedroom, 1 bathroom apartment, approx 1050 sf. Newly renovated , all new finishes, including bathroom, kitchen, floors and upgraded lighting. In suite laundry unit complete with stand up shower and plenty of storage spaces in each bedroom. The rooms are very spacious and all have provided closets. Approx 4 min walk to sheppard and Yonge subway as well as vibrant Yonge St. Amazing location on the second floor of a duplex unit. Great view with private balcony. Must come to appreciate .
Rent includes all utilities as well as high speed internet access. Ideal for students and or younger families. No parking included. Rent is $2800 /month, all inclusive.
Apartment is currently available and ready to occupy immediately . Renovations are all complete as of August 10th 2020. Email at nik@bspro.ca",Kijiji
k_1517869340,"Close to U of T Campus, 1+ Den, Downtown Living Immediately",2150,599,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/wl4AAOSwTB1fNbuh/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/close-to-u-of-t-campus-1-den-downtown-living-immediately/1517869340,2020-08-13,43.6653563,43.6653563,M5S0C5,M5S,condo,1,1,False,False,"Convienantly Located One Bedroom Near Bay & Bloor With 9 Ft Ceilings. Modern Kitchen With S/S Appliances. Wood Floors Throughout. Located Next To U Of T Campus, Minutes To World Class Yorkville Shopping & Dining, Plus Yonge-Bloor Subway Lines. State Of The Art Amenities Include: Outdoor Pool With Sun Deck & Bbq/Dining Area, Party Room, Gym, Yoga Studio, Media & Games Rm, Concierge, Security System.
Extras:Stainless Steel: Fridge, Stove/Oven, B/I Dishwasher, B/I Microwave. Stacked Washer & Dryer. Window Coverings.
Students welcome!",Kijiji
k_1517866625,"Downtown Cityplace, Spacious Two Bedroom With Livable Den.",2800,930,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CqQAAOSwavVfNbf0/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-cityplace-spacious-two-bedroom-with-livable-den/1517866625,2020-08-13,43.6404783,43.6404783,M5V3Z5,M5V,condo,3,2,False,False,"Spacious & Freshly Painted 2 Bedroom With Large Den Can Be Used As Third Bedroom Plus Study Downtown Cityplace Condo. 2 Full Bathrooms, Open Kitchen. Best Layout In The Building. Steps To Sobey's, TTC, Rogers Centre , Cn Tower & All Other Urban Conveniences. Approximately 930 S.F. As Per Builder's Plan. Amazing Amenities With Gym, Sauna, Party Room And Outdoor Terrace With Cabanas And Rooftop Outdoor Pool And Hot Tub.
Extras: Fridge, Stove, B/I Microwave/Hood Fan, B/I Dishwasher, Stacked Washer & Dryer, All Elfs, Brdm W/L, Granite Cr. One Parking Spot *See Virtual 3D-Tour*",Kijiji
k_1517351051,"3 Bdrm, 2 bath, quiet, safe, Weston and Sheppard, unfurnished",2500,1100,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/OiMAAOSwQqpfMhc3/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bdrm-2-bath-quiet-safe-weston-and-sheppard-unfurnished/1517351051,2020-08-13,43.7323456,43.7323456,M9M 3A1,M9M,condo,3,2,False,True,Welcome to Riverside Court. This is a well maintained and quiet condo building in family oriented new subdivision. This is a safe building where the Covid-19 measures are followed. Only two people are allowed in the elevator. The elevators are new and the waiting is minimal.,Kijiji
k_1517879135,Modern King St. E Loft - 1 Bed + Den,2200,655,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/k7gAAOSw91pfNcpD/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/modern-king-st-e-loft-1-bed-den/1517879135,2020-08-13,43.6512193,43.6512193,M5A 0B1,M5A,condo,1,1,False,False,"138 PRINCESS STREET, UNIT 508:
- 1 bed + den available in the hottest loft on King St. E. The Star's Christopher Hume gave this building an A+ rating
- 1 month free rent
- Contemporary 9 ft exposed concrete ceilings, hardwood floors, and glass sliding bedroom door
- Floor to ceiling windows let in plenty of light
- Stunning finishes in the kitchen with stainless steel appliances
- Laundry ensuite
- Large storage locker included
- Parking spot can be leased for $175 per month",Kijiji
k_1517879051,Condo for Rent,2900,725,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ypIAAOSwFAdfNcmC/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-for-rent/1517879051,2020-08-13,43.6627357,43.6627357,M4Y 2C2,M4Y,condo,2,2,False,False,2 Bedroom 2 Washroom with a big balcony space available for rent immediately in a heart of Downtown Toronto.,Kijiji
k_1517878945,Brand new studio condo for rent at Yonge/Eglinton,1600,360,http://img.youtube.com/vi/SL6hsapWSW8/0.jpg,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-studio-condo-for-rent-at-yonge-eglinton/1517878945,2020-08-13,43.70875849999999,43.70875849999999,M4P 1P9,M4P,condo,0,1,False,True,"It is a brand new 2020 studio condo located at Yonge/Eglinton.
Unblock north view at 19th floor.
Central heat & air conditioning.
Appliances Include: Fridge, Dishwasher, Electric Cooktop, Exhaust Fan, Washer & Dryer
All windows privacy covering is installed.",Kijiji
k_1517878178,AURA CONDO HIGH FLR UNOBSTRUCTED VIEW 1 BR + LOCKER,1850,520,https://i.ebayimg.com/00/s/MzYwWDQ4MA==/z/rxUAAOSwMY1fNckb/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/aura-condo-high-flr-unobstructed-view-1-br-locker/1517878178,2020-08-13,43.659127,43.659127,M5G 2K2,M5G,condo,1,1,False,False,"Luxurious downtown living in the heart of the city, lease this ONE BEDROOM AURA CONDO with ONE LOCKER, high floor, 520 sqft in one of the tallest condominium in Toronto, located on 386 Yonge St, Yonge and College for only $1,850.00!",Kijiji
k_1517878101,One Bedroom Condo For Rent - Queen & DVP,1800,530,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/1dkAAOSwqqdfNcii/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-condo-for-rent-queen-dvp/1517878101,2020-08-13,43.6580291,43.6580291,,M4M,condo,1,1,False,False,"Riverside Square Condo is located at 25 Baseball Place next to Queen Street East and Broadview! Newest planned community by Streetcar. At the gateway of the Queen Street Bridge and Don Valley, Riverside Square is ideally situated in the thriving East End, steps away from restaurants, cafe, shops and public transit. Riverside Square is at the heart of an exciting and evolving neighbourhood that pulsates with life day and night. Designed by acclaimed architectural firm RAW Design. A collection of five buildings located in the heart of Toronto’s Riverside Community, located at Queen Street East and the DVP. Riverside Square, the shape of things to come",Kijiji
